session,division,date,subject,result,yeas,nays,paired,bill,bill_type,bill_type_source,category,stage,confidence_proxy,repair_id,source_file
41-1,213,2012-05-15T19:35:00,"Bill C-11, An Act to amend the Copyright Act (report stage amendment)",Negatived,6,278,0,C-11,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,214,2012-05-15T19:40:00,"Bill C-11, An Act to amend the Copyright Act (report stage amendment)",Negatived,6,278,0,C-11,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,215,2012-05-15T19:45:00,"Bill C-11, An Act to amend the Copyright Act (report stage amendment)",Negatived,6,278,0,C-11,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,216,2012-05-15T19:50:00,"Bill C-11, An Act to amend the Copyright Act (report stage amendment)",Negatived,6,278,0,C-11,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,217,2012-05-15T19:55:00,"Bill C-11, An Act to amend the Copyright Act (report stage amendment)",Negatived,6,278,0,C-11,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,218,2012-05-15T20:00:00,"Bill C-11, An Act to amend the Copyright Act (report stage amendment)",Negatived,6,278,0,C-11,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,219,2012-05-15T22:05:00,"Concurrence at report stage of Bill C-11, An Act to amend the Copyright Act",Agreed To,149,135,0,C-11,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,220,2012-05-16T17:45:00,Opposition Motion (Budget legislation),Negatived,126,141,0,,,unknown,opposition_motion,,1,,Parliament_41-1/votes_metadata.csv
41-1,221,2012-05-16T17:50:00,"Bill C-316, An Act to amend the Employment Insurance Act (incarceration) (report stage amendment)",Negatived,126,142,0,C-316,Private Member’s Bill,legisinfo,private_members_business,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,222,2012-05-16T17:55:00,"Concurrence at report stage of Bill C-316, An Act to amend the Employment Insurance Act (incarceration)",Agreed To,142,126,0,C-316,Private Member’s Bill,legisinfo,private_members_business,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,223,2012-05-16T18:00:00,"3rd reading and adoption of Bill C-316, An Act to amend the Employment Insurance Act (incarceration)",Agreed To,142,126,0,C-316,Private Member’s Bill,legisinfo,private_members_business,third_reading,0,,Parliament_41-1/votes_metadata.csv
41-1,224,2012-05-16T18:05:00,Private Members' Business M-307 (Old Age Security),Negatived,126,142,0,,,unknown,private_members_business,,0,,Parliament_41-1/votes_metadata.csv
41-1,225,2012-05-28T18:45:00,"Bill C-25, An Act relating to pooled registered pension plans and making related amendments to other Acts (report stage amendment)",Negatived,89,175,0,C-25,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,226,2012-05-28T18:50:00,"Concurrence at report stage of Bill C-25, An Act relating to pooled registered pension plans and making related amendments to other Acts",Agreed To,176,92,0,C-25,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,227,2012-05-28T18:55:00,Opposition Motion (Komagata Maru incident),Negatived,118,147,0,,,unknown,opposition_motion,,0,,Parliament_41-1/votes_metadata.csv
41-1,228,2012-05-29T10:45:00,"Time allocation for Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act",Agreed To,157,125,0,C-31,House Government Bill,legisinfo,procedural,,0,,Parliament_41-1/votes_metadata.csv
41-1,229,2012-05-29T15:00:00,Motion for closure,Agreed To,157,135,0,,,unknown,procedural,,0,,Parliament_41-1/votes_metadata.csv
41-1,230,2012-05-29T20:14:50,"Government Business No. 12 (Proceedings on Bill C-39, An Act to provide for the continuation and resumption of rail service operations)",Agreed To,162,140,0,C-39,House Government Bill,legisinfo,government_motion,,0,,Parliament_41-1/votes_metadata.csv
41-1,231,2012-05-29T22:45:00,"2nd reading of Bill C-39, An Act to provide for the continuation and resumption of rail service operations",Agreed To,161,139,0,C-39,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_41-1/votes_metadata.csv
41-1,232,2012-05-29T23:00:00,"Concurrence at report stage of Bill C-39, An Act to provide for the continuation and resumption of rail service operations",Agreed To,160,139,0,C-39,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,233,2012-05-29T23:30:00,"3rd reading and adoption of Bill C-39, An Act to provide for the continuation and resumption of rail service operations",Agreed To,157,139,0,C-39,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_41-1/votes_metadata.csv
41-1,234,2012-05-30T17:55:33,Private Members' Business M-273 (Contamination of groundwater),Negatived,134,158,0,,,unknown,private_members_business,,0,,Parliament_41-1/votes_metadata.csv
41-1,235,2012-05-30T18:05:11,"2nd reading of Bill C-326, An Act to amend the Canada Pension Plan and the Old Age Security Act (biweekly payment of benefits)",Negatived,134,158,0,C-326,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_41-1/votes_metadata.csv
41-1,236,2012-06-04T18:45:45,Opposition Motion (Employment Insurance),Negatived,136,149,0,,,unknown,opposition_motion,,0,,Parliament_41-1/votes_metadata.csv
41-1,237,2012-06-04T18:50:44,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,136,149,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,238,2012-06-04T18:55:00,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,136,149,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,239,2012-06-04T19:00:00,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,136,149,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,240,2012-06-04T19:05:41,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,136,149,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,241,2012-06-04T19:10:36,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,136,149,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,242,2012-06-04T19:15:43,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,135,149,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,243,2012-06-04T19:20:22,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,135,149,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,244,2012-06-04T19:25:38,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,136,149,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,245,2012-06-04T19:30:32,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,135,149,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,246,2012-06-04T19:35:04,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,136,149,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,247,2012-06-04T19:40:40,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,133,149,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,248,2012-06-04T19:45:19,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,136,149,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,249,2012-06-04T19:50:04,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Agreed To,149,134,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,250,2012-06-04T19:55:45,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,135,149,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,251,2012-06-04T20:00:01,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,38,244,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,252,2012-06-04T20:05:49,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,38,246,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,253,2012-06-04T20:10:38,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,136,149,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,254,2012-06-04T20:15:36,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Agreed To,153,131,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,255,2012-06-04T20:20:02,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,135,149,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,256,2012-06-04T20:25:06,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,136,148,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,257,2012-06-04T20:30:09,"Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act (report stage amendment)",Negatived,135,149,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,258,2012-06-04T20:35:52,"Concurrence at report stage of Bill C-31, An Act to amend the Immigration and Refugee Protection Act, the Balanced Refugee Reform Act, the Marine Transportation Security Act and the Department of Citizenship and Immigration Act",Agreed To,149,136,0,C-31,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_41-1/votes_metadata.csv
41-1,259,2012-06-06T20:35:22,Opposition Motion (Coast Guard search and rescue services),Negatived,136,152,0,,,unknown,opposition_motion,,0,,Parliament_41-1/votes_metadata.csv
41-1,260,2012-06-06T20:35:20,Opposition Motion (Scientific and social science expertise),Negatived,136,152,0,,,unknown,opposition_motion,,0,,Parliament_41-1/votes_metadata.csv
41-1,261,2012-06-06T20:40:06,Concurrence in an opposed item,Agreed To,185,103,0,,,unknown,supply,,0,,Parliament_41-1/votes_metadata.csv
41-1,262,2012-06-06T20:31:25,"2nd reading of Bill C-40, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2013",Agreed To,152,136,0,C-40,House Government Bill,legisinfo,supply,second_reading,1,,Parliament_41-1/votes_metadata.csv
41-1,263,2012-06-06T20:44:04,"Concurrence at report stage of Bill C-40, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2013",Agreed To,152,136,0,C-40,House Government Bill,legisinfo,supply,report_stage,1,,Parliament_41-1/votes_metadata.csv
41-1,264,2012-06-06T21:00:38,"3rd reading and adoption of Bill C-40, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2013",Agreed To,152,136,0,C-40,House Government Bill,legisinfo,supply,third_reading,1,,Parliament_41-1/votes_metadata.csv
